"","num_id","Name","Type","Dedoose name","Short description","Description_tool","Strategies the tool can support","Theory of change","Structural or operational","Evidence review","DIMEL","Description","Inverse factor","Inverse factor description","Contextual or design factor","Family"
"68",150,"Regional use of tool","Factor","Use of tool regionally",NA,NA,NA,NA,NA,NA,NA,"The tool is being implemented by neighboring countries or a regional organization.","Absence of regional use of the tool","The tool is not being implemented by neighboring countries or a regional organization.","Design","International dynamics"
"69",37,"International support or coordination","Factor","International support or coordination",NA,NA,NA,NA,NA,NA,NA,"There is a high degree of international support for the use of the tool, or the tool implementer coordinates with other international actors on the use of the tool.","Lack of international support or coordination","There is a low degree of international support for the use of the tool, or the tool implementer does not coordinate with other international actors on the use of the tool.","Design","International dynamics"
"70",29,"Ideologically motivated target","Factor","Atrocity-justifying ideology or revenge",NA,NA,NA,NA,NA,NA,NA,"The target is motivated by atrocity-justifying ideology or revenge.","Absence of atrocity-justifying ideology or revenge","The target is not motivated by atrocity-justifying ideology or revenge.","Contextual","Target characteristics"
"71",221,"Rational target   ","Factor","Rational",NA,NA,NA,NA,NA,NA,NA,"The target is a rational actor.","Irrational actor","The target is an irrational actor.","Contextual","Target characteristics"
"72",119,"High status target ","Factor","Top leader or high status",NA,NA,NA,NA,NA,NA,NA,"The target is a top leader or has high status.","Not a top leader or high status","The target is not a top leader or has low status.","Design","Target characteristics"
"73",229,"Tool targets foot soldiers and leaders","Factor","Leaders and followers",NA,NA,NA,NA,NA,NA,NA,"The tool targets foot soldiers as well as leaders.","Tool targets leaders only",NA,"Design","Target characteristics"
"74",182,"Large number of targets","Factor","Large number of targets",NA,NA,NA,NA,NA,NA,NA,"The tool targets a large number of individuals.","Small number of targets","The tool targets a small number of individuals","Design","Target characteristics"
"75",25,"Aid-dependent target   ","Factor","Foreign aid dependency",NA,NA,NA,NA,NA,NA,NA,"The target is dependent on foreign aid.","Aid-independent target","The target is not dependent on foreign aid.","Contextual","Target characteristics"
"76",121,"Target prioritizes reputation","Factor","Priority of reputation",NA,NA,NA,NA,NA,NA,NA,"The target cares about their reputation among domestic and international audiences.","Target does not prioritize reputation","The target does not care about their reputation among domestic and international audiences.","Contextual","Target characteristics"
"77",102,"Risk-tolerant target","Factor","Risk tolerance of target",NA,NA,NA,NA,NA,NA,NA,"The target is risk-tolerant.","Risk-intolerant target","The target is risk-intolerant.","Contextual","Target characteristics"
"78",114,"State target ","Factor","State target",NA,NA,NA,NA,NA,NA,NA,"The target is a state actor or state group.","Non-state target","The target is a non-state actor or non-state group.","Design","Target characteristics"
"79",147,"Hierarchical target","Factor","Hierarchical",NA,NA,NA,NA,NA,NA,NA,"The target is a group with a clearly established leadership hierarchy.","Non-hierarchical target","The target is a group without a clearly established leadership hierarchy.","Design","Target characteristics"
"80",138,"Established target","Factor","Established",NA,NA,NA,NA,NA,NA,NA,"The target is a well-established or old group.","Non-established target","The target is a poorly-established or new group.","Contextual","Target characteristics"
"81",168,"Popular target","Factor","Popular support",NA,NA,NA,NA,NA,NA,NA,"The target has popular support.","Unpopular target","The target lacks popular support.","Contextual","Target characteristics"
"82",142,"Religious target  ","Factor","Religious",NA,NA,NA,NA,NA,NA,NA,"The target is a religious individual or group.","Non-religious target","The target is a non-religious individual or group.","Contextual","Target characteristics"
"83",144,"Transnational target","Factor","Transnational",NA,NA,NA,NA,NA,NA,NA,"The target operates transnationally.","Non-transnational target","The target does not operate transnationally.","Contextual","Target characteristics"
"84",84,"Target has access to resources","Factor","Access to resources",NA,NA,NA,NA,NA,NA,NA,"The target has access to resources, such as oil or gemstones.","Target lacks access to resources","The target lacks access to resources, such as oil or gemstones, to continue the conflict.","Contextual","Target characteristics"
"85",165,"Target relies on international trade and investment","Factor","Reliance on international trade and investment",NA,NA,NA,NA,NA,NA,NA,"The target relies on international trade or investment.","Target does not rely on international trade or investment","The target does not rely on international trade or investment","Contextual","Target characteristics"
"86",88,"Target is a terror group","Factor","Terror group",NA,NA,NA,NA,NA,NA,NA,"The target is a terror group.","Target is not a terror group","The target is not a terror group.","Contextual","Target characteristics"
"87",139,"Target is a severe human rights violator","Factor","Severe HR violations",NA,NA,NA,NA,NA,NA,NA,"The target has committed an extensive number of human rights violations in the conflict in which mass atrocities or closely-related outcomes are occurring.","Target is not a severe human rights violator","The target has committed a less extensive number of human rights violations in the conflict in which mass atrocities or closely-related outcomes are occurring.","Contextual","Target characteristics"
"88",120,"Target rebel group has a political wing","Factor","Rebel political wing",NA,NA,NA,NA,NA,NA,NA,"The target rebel group has a political wing.","The target rebel group does not have a political wing","The target rebel group does not have a political wing.","Contextual","Target characteristics"
"89",154,"Member of the implementing institution","Factor","Member of the implementing institution",NA,NA,NA,NA,NA,NA,NA,"The target is a member of the implementing institution.","Non-member of the implementing institution.","The target is not a member of the implementing institution.","Contextual","Target characteristics"
"90",210,"Conflict parties","Factor","Active conflict_parties",NA,NA,NA,NA,NA,NA,NA,"The target is an active party to the conflict.","Conflict non-party","The target is not an active party to the conflict.","Contextual","Target characteristics"
"91",94,"Corrupt","Factor","Corrupt",NA,NA,NA,NA,NA,NA,NA,"The target engages in corrupt activities.","Non-corrupt","The target does not engage in corrupt activities.","Contextual","Target characteristics"
"92",228,"Moderate policy goal","Factor","Moderate policy goal",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has a moderate policy objective.","Immoderate policy goal","The tool implementer has immoderate or extreme policy objectives.","Design","Implementer choices"
"93",27,"Conflict parties share organizational membership","Factor","Shared_membership",NA,NA,NA,NA,NA,NA,NA,"The conflict parties are members of the same regional or international organization.","Conflict parties do not share organizational membership","The conflict parties are not members of the same regional or international organization.","Contextual","Conflict dynamics"
"94",85,"Target leadership change","Factor","Leadership change",NA,NA,NA,NA,NA,NA,NA,"The target experiences leadership change during the tool's use.","Target leadership consistency","The target experiences consistent leadership during the tool's use.","Contextual","Conflict dynamics "
"95",199,"Civilian implementer","Factor","Civilian_implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is civilian.","Non-civilian implementer","The tool implementer is non-civilian.","Design","Implementer characteristics"
"96",67,"Non-governmental implementer","Factor","NGO implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is a non-governmental organization.","Non-NGO implementer","The tool implementer is not a non-governmental organization.","Design","Implementer characteristics"
"97",93,"State implementer","Factor","State implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is a foreign government.","Non-state implementer","The tool implementer is not a foreign government.","Design","Implementer characteristics"
"98",92,"Media implementer","Factor","Media implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is a media organization.","Non-media implementer","The tool implementer is not a media organization.","Design","Implementer characteristics"
"99",177,"International organization implementer   ","Factor","International organization implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is an international governmental organization.","Non-international organization implementer","The tool implementer is not an international governmental organization.","Design","Implementer characteristics"
"100",43,"Adversary implementer","Factor","Adversary_implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is an adversary or geopolitical rival of the target.","Non-adversary implementer","The tool implementer is not an adversary or geopolitical rival of the target.","Design","Implementer characteristics"
"101",11,"Diaspora implementer","Factor","Diaspora implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is members of the diaspora.","Non-diaspora implementer","The tool implementer is not members of the diaspora.","Design","Implementer characteristics"
"102",21,"Neighbor implementer","Factor","Neighbor implementer",NA,NA,NA,NA,NA,NA,NA,"The target and the tool implementer are in the same region or members of the same regional organization.","Non-neighbor implementer","The target and the tool implementer are not in the same region or members of the same regional organization.","Design","Implementer characteristics"
"103",55,"Western implementer","Factor","Western implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is Western.","Non-Western implementer","The tool implementer is not Western.","Design","Implementer characteristics"
"104",75,"Domestic implementer","Factor","Domestic implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is domestic, i.e., from the target state.","Foreign implementer","The tool implementer is foreign, i.e., not from the target state.","Design","Implementer characteristics"
"105",167,"Well-informed implementer","Factor","Knowledge",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is well-versed in the political and social context in which the conflict is occurring, or has credible information about the intentions or capabilities of the target.","Poorly-informed implementer","The tool implementer is poorly-versed in the political and social context in which the conflict is occurring, or lacks credible information about the intentions or capabilities of the target.","Design","Implementer characteristics"
"106",141,"Experienced implementer","Factor","Experience",NA,NA,NA,NA,NA,NA,NA,"The tool implementer was previously involved in efforts to use the tool in the conflict in which mass atrocities are occurring.","Poorly-informed implementer","The tool implementer was not previously involved in efforts to use the tool in the conflict in which mass atrocities are occurring.","Design","Implementer characteristics"
"107",156,"Skilled implementer","Factor","Skills",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is highly competent in the use of the tool.","Poorly-informed implementer","The tool implementer is incompetent in the use of the tool.","Design","Implementer characteristics"
"108",81,"Democratic implementer","Factor","Democratic implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is a democracy.","Autocratic implementer","The tool implementer is not a democracy.","Design","Implementer characteristics"
"109",171,"Multiple competitive implementers","Factor","Multiple_competitive_implementers",NA,NA,NA,NA,NA,NA,NA,"There are multiple tool implementers in competition with each other.","Absence of multiple competitive implementers","There are not multiple tool implementers in competition with each other.","Design","Implementer characteristics"
"110",197,"Implementer has clear command and control","Factor","Clear_command_and_control",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has clear command and control structures that are adhered to.","Implementer does not have clear command and control","The tool implementer does not have clear command and control structures that are adhered to.","Design","Implementer characteristics"
"111",162,"Unrealistic expectations","Factor","Unrealistic_expectations",NA,NA,NA,NA,NA,NA,NA,"The implementer sets unrealistic expectations for the target’s behavior.","Absence of unrealistic expectations","The implementer does not set unrealistic expectations for the target’s behavior.","Design","Implementer choices"
"112",35,"Implementer has strong leadership","Factor","Strong leadership",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has strong leadership.","Implementer has weak leadership","The tool implementer has weak leadership","Design","Implementer characteristics"
"113",103,"Implementer has strong human rights record","Factor","Strong HR record",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has a strong human rights record or record of protecting civilians.","Implementer has weak human rights record","The tool implementer has a weak human rights record or does not have a record of protecting civilians.","Design","Implementer characteristics"
"114",46,"Committed implementer","Factor","Commitment",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has a high level of commitment, resolve, or credibility, or has committed a great deal of resources toward use of the tool.","Uncommitted implementer","The tool implementer has a low level of commitment, resolve, or credibility, or has committed few resources toward use of the tool.","Design","Implementer characteristics"
"115",137,"Implementer has strong leverage  ","Factor","Implementer leverage",NA,NA,NA,NA,NA,NA,NA,"The tool implementer (1) has a significant degree of relative power in the international system, (2) is a member of the “Permanent Five"" (P5) countries on the UN Security Council, or (3) has significant leverage over the conflict parties.","Implementer has weak leverage","The tool implementer (1) has a low degree of relative power in the international system, (2) is not a member of the “Permanent Five” (P5) countries on the UN Security Council, or (3) has weak leverage over the conflict parties","Design","Implementer characteristics"
"116",34,"Implementer-target colonial history","Factor","Colonial history",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has colonial history with the target.","Absence of implementer-target colonial history","The tool implementer does not have colonial history with the target.","Design","Implementer characteristics"
"117",112,"Implementer-target similar legal systems","Factor","Similar legal systems",NA,NA,NA,NA,NA,NA,NA,"The tool implementer and target have similar legal systems.","Implementer-target different legal systems","The tool implementer and target have different legal systems.","Design","Implementer characteristics"
"118",155,"Implementer-target diplomatic ties","Factor","Diplomatic ties",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has diplomatic ties with the target.","Absence of implementer-target diplomatic ties","The tool implementer does not have diplomatic ties with the target.","Design","Implementer characteristics"
"119",77,"Cohesive implementer","Factor","Cohesive implementer",NA,NA,NA,NA,NA,NA,NA,"The tool implementer has a cohesive agenda.","Splintered implementer","The tool implementer has a splintered agenda.","Design","Implementer characteristics "
"120",145,"Motivated by great power competition","Factor","Great power competition",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is motivated by great power competition.","Not motivated by great power competition","The tool implementer is not motivated by great power competition.","Design","Implementer characteristics"
"121",90,"Public communication","Factor","Public communication",NA,NA,NA,NA,NA,NA,NA,"The use of the tool is communicated or publicized widely.","Absence of public communication","The use of the tool is not communicated or publicized widely.","Design","Implementer choices"
"122",45,"Private communication to target","Factor","Private communication to target",NA,NA,NA,NA,NA,NA,NA,"The use of the tool is communicated privately to the target.","Absence of private communication to target","The use of the tool is not communicated privately to the target.","Design","Implementer choices"
"123",64,"Early implementation","Factor","Early_in_conflict",NA,NA,NA,NA,NA,NA,NA,"The tool is implemented early in the conflict or rapidly after the appearance of early warning signs or occurrence of mass atrocities.","Late implementation","The tool is implemented late in the conflict or slowly after the appearance of early warning signs or occurrence of mass atrocities.","Design","Implementer choices"
"124",196,"Consistent implementation","Factor","Consistency over time",NA,NA,NA,NA,NA,NA,NA,"The tool is implemented consistently over time and across parties/perpetrator groups.","Inconsistent implementation","The tool is implemented inconsistently over time and across parties/perpetrator groups.","Design","Implementer choices"
"125",97,"Multiple implementations ","Factor","Multiple uses",NA,NA,NA,NA,NA,NA,NA,"The tool is implemented multiple times in one conflict episode.","Single implementation","The tool is implemented only once in a conflict episode.","Design","Implementer choices"
"126",54,"Monitoring and adjustment","Factor","Monitoring",NA,NA,NA,NA,NA,NA,NA,"The success of the tool is monitored and the tool is adjusted to maximize success.","Absence of monitoring and adjustment","The success of the tool is not monitored nor is the tool adjusted to maximize success.","Design","Implementer choices"
"127",115,"Flexibility and linkage to behavior","Factor","Flexibility_and_linkage_to_behavior",NA,NA,NA,NA,NA,NA,NA,"The use of the tool is flexible and linked to the behavior of the target--i.e., if the target improves their behavior, the tool is lifted.","Inflexibility and no linkage to behavior","The use of the tool is inflexible and not linked to the behavior of the target--i.e., if the target improves their behavior, the tool is not lifted.","Design","Implementer choices"
"128",176,"Biased implementer or intervention","Factor","Biased intervener or intervention",NA,NA,NA,NA,NA,NA,NA,"The tool implementer or intervention is biased toward one party. Bias refers to the posture of the intervener, not necessarily prejudices that the intervener might hold about parties.","Unbiased implementer or intervention","The tool implementer or intervention is not biased toward either party. Bias refers to the posture of the intervener, not necessarily prejudices that the intervener might hold about parties.","Design","Implementer choices"
"129",216,"Concurrent use of multiple tools","Factor","Multi_tool",NA,NA,NA,NA,NA,NA,NA,"The tool implementer or other actors are simultaneously implementing other tools that are consistent with the goals of the tool.","Single tool","No actors are implementing tools that are consistent with the goals of the tool.","Design","Implementer choices"
"130",159,"Local outreach   ","Factor","Local outreach",NA,NA,NA,NA,NA,NA,NA,"The tool implementer makes efforts to reach out to local communities or the host government to build better relationships.","Absence of local outreach","The tool implementer makes no efforts to reach out to local communities or the host government to build better relationships.","Design","Implementer choices"
"131",89,"Threat of use of tool","Factor","Threat of use of tool",NA,NA,NA,NA,NA,NA,NA,"The tool implementer threatens the use of the tool.","No threat of use of tool","The tool implementer does not threaten the use of the tool.","Design","Implementer choices"
"132",13,"Clear policy objectives","Factor","Clear policy objectives",NA,NA,NA,NA,NA,NA,NA,"The implementer's objectives in using the tool are clear.","Absence of clear policy objectives","The implementer's objectives in using the tool are unclear.","Design","Implementer choices"
"133",99,"Limited scope","Factor","Limited scope",NA,NA,NA,NA,NA,NA,NA,"The tool is applied in a limited way or targets a limited set of issues within the conflict.","Broad scope","The tool targets a broad set of issues within the conflict.","Design","Implementer choices"
"134",78,"Tool addresses internal and external issues","Factor","Addresses internal and external issues",NA,NA,NA,NA,NA,NA,NA,"The tool addresses internal and external issues together.","Tool addresses internal or external issues","The tool addresses either internal or external issues, not both.","Design","Implementer choices"
"135",71,"Tool addresses root causes","Factor","Addresses root causes",NA,NA,NA,NA,NA,NA,NA,"The tool addresses the root causes of the conflict.","Tool does not address root causes","The tool does not address the root causes of the conflict.","Design","Implementer choices "
"136",4,"Tool targets leader family members","Factor","Leader family members",NA,NA,NA,NA,NA,NA,NA,"The tool targets the leader’s family members.","Tool does not target leader family members","The tool does not target the leader’s family members.","Design","Implementer choices "
"137",40,"Conditionalities","Factor","Aid conditionalities",NA,NA,NA,NA,NA,NA,NA,"The tool implementer imposes specific conditions that the recipient must adhere to in order to receive the assistance.","Unconditional aid","The tool implementer does not impose specific conditions that the recipient must adhere to in order to receive the assistance.","Design","Implementer choices "
"138",47,"Official mediation","Factor","Official_mediation",NA,NA,NA,NA,NA,NA,NA,"The mediation is track 1 or official diplomacy. (Note - For our review, we assume that findings associated with track 2, 1.5, or unofficial mediation can be considered equivalent to findings associated with non-official mediation.)","Unofficial mediation","The mediation is track 2 or 1.5 or unofficial diplomacy.","Design","Mediation factors"
"139",122,"Multiple types of mediation   ","Factor","Multiple_types_of_mediation",NA,NA,NA,NA,NA,NA,NA,"Official mediation efforts are occurring simultaneously with unofficial mediation efforts.","Single type of mediation","Official mediation efforts are not occurring simultaneously with unofficial mediation efforts.","Design","Mediation factors"
"140",87,"Decisive mediation strategy","Factor","Decisive strategy",NA,NA,NA,NA,NA,NA,NA,"The mediator deploys a decisive strategy.","Indecisive mediation strategy","The mediator deploys an indecisive strategy.","Design","Mediation factors"
"141",123,"Indirect mediation","Factor","Indirect_mediation",NA,NA,NA,NA,NA,NA,NA,"The mediation effort is indirect.","Direct mediation","The mediation effort is direct.","Design","Mediation factors"
"142",161,"Sequenced mediation","Factor","Sequenced approach",NA,NA,NA,NA,NA,NA,NA,"The mediation takes a sequenced approach.","Non-sequenced mediation","The mediation takes a non-sequenced approach.","Design","Mediation factors"
"143",213,"Directive mediation","Factor","Directive_mediation",NA,NA,NA,NA,NA,NA,NA,"The mediation uses a directive strategy (sometimes also referred to as “manipulative”).","Non-directive mediation.","The mediation uses a non-directive strategy.","Design","Mediation factors "
"144",160,"Conflict party initiates mediation","Factor","Conflict_party_initiates_mediation",NA,NA,NA,NA,NA,NA,NA,"The mediation is initiated by one of the parties to the conflict in which mass atrocities are occurring, rather than a third-party actor.","Third party initiates mediation","The mediation is initiated by a third party actor, rather than one of the parties to the conflict in which mass atrocities are occurring.","Design","Mediation factors"
"145",2,"Mediation excludes spoilers","Factor","Exclusion of spoilers",NA,NA,NA,NA,NA,NA,NA,"Spoiler groups are excluded from the mediation coalition.","Mediation includes spoilers","Spoiler groups are included in the mediation coalition.","Design","Mediation factors"
"146",6,"Mediation includes diverse actors","Factor","Inclusive of diverse actors",NA,NA,NA,NA,NA,NA,NA,"The mediation includes diverse actors.","Mediation excludes diverse actors","The mediation excludes diverse actors.","Design","Mediation factors"
"147",130,"Multiple mediators","Factor","Multiple mediators",NA,NA,NA,NA,NA,NA,NA,"There are multiple mediators mediating the conflict.","Single mediator","There is a single mediator mediating the conflict.","Design","Mediation factors"
"148",136,"Change of mediator","Factor","Change of mediator",NA,NA,NA,NA,NA,NA,NA,"The mediator changes during the course of the mediation.","Consistent mediator","The mediator is consistent throughout the course of the mediation.","Design","Mediation factors"
"149",82,"Neutral venue for mediation","Factor","Neutral venue",NA,NA,NA,NA,NA,NA,NA,"The mediation is held in a neutral venue.","Biased venue for mediation.","The mediation is held in a biased venue.","Design","Mediation factors"
"150",60,"Mediation includes all conflict parties","Factor","Inclusive to all parties",NA,NA,NA,NA,NA,NA,NA,"The mediation includes all conflict parties.","Mediation does not include all conflict parties","The mediation does not include all conflict parties.","Design","Mediation factors"
"151",18,"Initiating investigation  ","Factor","Initiating investigation",NA,NA,NA,NA,NA,NA,NA,"An investigation has been initiated.","No investigation initiated","An investigation has not been initiated.","Design","Prosecutions factors"
"152",36,"Investigations transferred to pre-trial chamber","Factor","Investigations_transferred_to_pre-trial_chamber",NA,NA,NA,NA,NA,NA,NA,"Investigations have been transferred to a pre-trial chamber.","Investigations not transferred to a pre-trial chamber","Investigations have not been transferred to a pre-trial chamber.","Design","Prosecutions factors"
"153",128,"Preliminary examination","Factor","Preliminary_examination",NA,NA,NA,NA,NA,NA,NA,"A preliminary examination has occurred.","No preliminary examination","No preliminary examination has occurred.","Design","Prosecutions factors"
"154",53,"Request for arrest warrant","Factor","Request_for_arrest_warrants",NA,NA,NA,NA,NA,NA,NA,"There has been a request for an arrest warrant.","No request for an arrest warrant","There has been no request for an arrest warrant.","Design","Prosecutions factors"
"155",42,"Arrest warrant","Factor","Arrest warrant",NA,NA,NA,NA,NA,NA,NA,"An arrest warrant has been issued.","No arrest warrant","An arrest warrant has not been issued.","Design","Prosecutions factors"
"156",7,"Indictment","Factor","Indictment",NA,NA,NA,NA,NA,NA,NA,"There has been an indictment.","No indictment","There has not been an indictment.","Design","Prosecutions factors"
"157",65,"Conviction or severe punishment","Factor","Conviction_or_severe_punishment",NA,NA,NA,NA,NA,NA,NA,"The prosecution resulted in conviction or severe punishment.","Absence of conviction or severe punishment","The prosecution did not result in conviction or severe punishment.","Design","Prosecutions factors"
"158",188,"Domestic prosecution","Factor","Domestic prosecution",NA,NA,NA,NA,NA,NA,NA,"The prosecution is driven by a domestic court system.","Non-domestic prosecution","The prosecution is not driven by a domestic court system.","Design","Prosecutions factors"
"159",223,"International prosecution ","Factor","International prosecution",NA,NA,NA,NA,NA,NA,NA,"The prosecution is driven by an international body.","Non-international prosecution","The prosecution is not driven by an international body.","Design","Prosecutions factors"
"160",187,"Prosecution occurs after negotiated settlement","Factor","Prosecutions_occur_after _negotiated_settlement",NA,NA,NA,NA,NA,NA,NA,"The prosecution occurs after a negotiated settlement.","Prosecution does not occur after negotiated settlement","The prosecution does not occur after a negotiated settlement.","Design","Prosecutions factors"
"161",148,"Witness protection ","Factor","Witness protection",NA,NA,NA,NA,NA,NA,NA,"The prosecution effectively protects witnesses and victims.","Absence of witness protection","The prosecution does not effectively protect witnesses and victims.","Design","Prosecutions factors"
"162",14,"Target aware of international justice system","Factor","Perp_awareness of the international justice system",NA,NA,NA,NA,NA,NA,NA,"The target is familiar with the basic procedures and processes of the international criminal justice system.","Target unaware of international justice system","The target is familiar with the basic procedures and processes of the international criminal justice system","Contextual","Prosecutions factors"
"163",157,"UN Security Council referral  ","Factor","UNSC referral",NA,NA,NA,NA,NA,NA,NA,"The case being prosecuted was referred to the International Criminal Court by the UN Security Council.","Absence of UN Security Council referral","The case being prosecuted was not referred to the International Criminal Court by the UN Security Council.","Design","Prosecutions factors"
"164",28,"Conflict parties prefer domestic justice","Factor","Preference for domestic justice",NA,NA,NA,NA,NA,NA,NA,"Conflict parties prefer domestic transitional justice to ICC justice.","Conflict parties do not prefer domestic justice","Conflict parties do not prefer domestic transitional justice to ICC justice.","Context","Prosecutions factors"
"165",108,"Provision of troops","Factor","Provision of troops",NA,NA,NA,NA,NA,NA,NA,"The tool implementer provides troops to the non-state armed group.","No provision of troops","The tool implementer does not provide troops to the non-state armed group.","Design","Support to NSAGs factors"
"166",62,"Provision of money or arms","Factor","Money or arms support",NA,NA,NA,NA,NA,NA,NA,"The tool implementer provides money or arms to the non-state armed group.","No provision of money or arms","The tool implementer does not provide money or arms to the non-state armed group.","Design","Support to NSAGs factors"
"167",125,"Provision of safe haven","Factor","Rebel safe haven",NA,NA,NA,NA,NA,NA,NA,"The tool implementer provides safe haven to the non-state armed group.","No provision of rebel safe haven","The tool implementer does not provide safe haven to the non-state armed group.","Design","Support to NSAGs factors"
"168",74,"High quantity of support","Factor","High quantity of support",NA,NA,NA,NA,NA,NA,NA,"The quantity of external support to the state actor or non-state armed group results in a large increase in the group’s capabilities.","Low quantity of support","The quantity of external support to the state actor or non-state armed group does not result in a large increase in the group’s capabilities.","Design","Implementer choices    "
"169",79,"Conflict termination goals","Factor","Conflict termination goals",NA,NA,NA,NA,NA,NA,NA,"The tool implementer’s policy objective is to end the civil war or conflict.","Non-conflict termination goals","The tool implementer’s policy objective is not to end the civil war or conflict.","Design","Implementer choices"
"170",57,"Observer mission","Factor","Observer mission",NA,NA,NA,NA,NA,NA,NA,"The peace operation is an observer mission or has a traditional mandate that includes principles of consent, neutrality, or minimal use of force.","Non-observer mission","The peace operation is not an observer mission nor does it have a traditional mandate that includes principles of consent, neutrality, or minimal use of force.","Design","Peace operations factors"
"171",113,"Protection of civilians mandate","Factor","Protection_of_civilians_mandate",NA,NA,NA,NA,NA,NA,NA,"The peace operation has a mandate to protect civilians.","No protection of civilians mandate","The peace operation does not have a mandate to protect civilians.","Design","Peace operations factors"
"172",19,"Multidimensional mandate","Factor","Multidimensional_mandate",NA,NA,NA,NA,NA,NA,NA,"The peace operation has a mandate that is described as multidimensional, transformational, robust, or centered on enforcement or stabilization goals. These mandates include the use of force by peacekeepers for purposes other than the explicit protection of civilians.","No multidimensional mandate","The peace operation does not have a mandate that is described as multidimensional, transformational, robust, or centered on enforcement or stabilization goals. These mandates include the use of force by peacekeepers for purposes other than the explicit protection of civilians.","Design","Peace operations factors"
"173",146,"Humanitarian mission","Factor","Humanitarian_mission",NA,NA,NA,NA,NA,NA,NA,"The peace operation has a humanitarian purpose which can include protecting humanitarian convoys, humanitarian operations, and/or humanitarian aid.","Non-humanitarian mission","The peace operation does not have a humanitarian purpose which can include protecting humanitarian convoys, humanitarian operations, and/or humanitarian aid.","Design","Peace operations factors"
"174",124,"DDR mandate","Factor","DDR_mandate",NA,NA,NA,NA,NA,NA,NA,"The peace operation has a disarmament, demobilization, and reintegration mandate.","No DDR mandate","The peace operation does not have a disarmament, demobilization, and reintegration mandate.","Design","Peace operations factors"
"175",117,"UN mandate ","Factor","UN mandate",NA,NA,NA,NA,NA,NA,NA,"The peacekeeping mission is operating under a UN mandate. (Note - For our review, we assume that findings associated with a regional mandate can be considered equivalent to findings associated with a non-UN mandate.)","Regional mandate","The peacekeeping mission is operating under a regional mandate.","Design","Peace operations factors"
"176",134,"Willingness/ability to use force","Factor","Ability_to_use_force",NA,NA,NA,NA,NA,NA,NA,"The tool implementer is willing and able to use force.","Absence of willingness/ability to use force","The tool implementer is unwilling or unable to use force.","Design","Peace operations factors"
"177",175,"Diverse troop-contributing countries","Factor","Diversity of troop-contributing countries",NA,NA,NA,NA,NA,NA,NA,"The peace operation is comprised of troops from a diverse set of countries.","Non-diverse troop-contributing countries",NA,"Design","Peace operations factors"
"178",172,"Election engagement","Factor","Election_engagement",NA,NA,NA,NA,NA,NA,NA,"The peace operation is engaged in election-related activities.","Lack of election engagement","The peace operation is not engaged in election-related activities.","Design","Peace operations factors"
"179",166,"Use of troops","Factor","Troops",NA,NA,NA,NA,NA,NA,NA,"The peace operation is comprised of military troops.","No use of troops","The peace operation is not comprised of military troops.","Design","Peace operations factors"
"180",203,"Use of safe areas","Factor","Use_of_safe_areas",NA,NA,NA,NA,NA,NA,NA,"The peace operation uses safe areas.","No use of safe areas","The peace operation does not use safe areas.","Design","Peace operations factors"
"181",69,"Consent","Factor","Consent",NA,NA,NA,NA,NA,NA,NA,"The peace operation has secured broad consent.","Absence of consent","The peace operation has not secured broad consent","Design","Peace operations factors"
"182",158,"Use of private contractors/companies","Factor","Use_of_private_contractors",NA,NA,NA,NA,NA,NA,NA,"The peace operation deploys private security contractors or companies.","No use of private contractors/companies","The peace operation does not deploy private security contractors or companies.","Design","Peace operations factors"
"183",143,"Civilian component","Factor","Civilian_component",NA,NA,NA,NA,NA,NA,NA,"The peace operation has a large civilian component.","No civilian component","The peace operation does not have a large civilian component.","Design","Peace operations factors"
"184",230,"Ability to separate combatants","Factor","Ability_to_separate_combatants",NA,NA,NA,NA,NA,NA,NA,"The peace operation is able to separate combatants from civilians.","Inability to separate combatants","The peace operation is unable to separate combatants from civilians.","Design","Peace operations factors"
"185",17,"High quantity of troops","Factor","Large_force",NA,NA,NA,NA,NA,NA,NA,"The peacekeeping or intervening military force is large in size.","Small peacekeeping or intervening military force","The peacekeeping or intervening military force is small in size.","Design","Implementer choices"
"186",8,"Police","Factor","Police",NA,NA,NA,NA,NA,NA,NA,"The peace operation has police.","Lack of police","The peace operation does not have police.","Design","Peace operations factors"
